Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
Marc Guéhi,eng ENG,DF,Manchester City,eng Premier League,25.0,2000.0,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,1016,eng ENG,DF,eng Premier League,25-247,2000.0,8.0,0,12,3,25.0,1.5,0.37,0.0,0.0,0,0,1275,eng ENG,DF,eng Premier League,25-247,2000.0,8,720,90,26.7,8.0,8,90.0,8,0,,0,2.25,15,7,8,1.0,-0.09,1016,eng ENG,DF,eng Premier League,25-247,2000.0,8.0,1,0,0,4,7,0,3,14,6,0
Evann Guessand,ci CIV,MF,Crystal Palace,eng Premier League,24.0,2001.0,6,3,300,3.3,1,1,2,1,0,0,0,0,0.6,1022,ci CIV,MF,eng Premier League,24-259,2001.0,3.3,1,3,1,33.3,0.9,0.3,0.33,1.0,0,0,1281,ci CIV,MF,eng Premier League,24-259,2001.0,6,300,50,11.1,3.3,3,71.0,1,3,29.0,0,1.67,7,5,2,0.6,0.75,1022,ci CIV,MF,eng Premier League,24-259,2001.0,3.3,0,0,0,4,8,0,1,2,2,0
Evann Guessand,ci CIV,MF,Aston Villa,eng Premier League,24.0,2001.0,13,6,588,6.5,0,1,1,0,0,0,0,0,0.15,1023,ci CIV,MF,eng Premier League,24-259,2001.0,6.5,0,8,5,62.5,1.22,0.77,0.0,0.0,0,0,1282,ci CIV,MF,eng Premier League,24-259,2001.0,13,588,45,21.8,6.5,6,67.0,0,7,27.0,5,1.77,9,10,-1,-0.15,-0.32,1023,ci CIV,MF,eng Premier League,24-259,2001.0,6.5,0,0,0,11,12,0,10,3,9,0
Luis Guilherme,br BRA,FW,West Ham United,eng Premier League,20.0,2006.0,5,1,125,1.4,0,0,0,0,0,0,0,0,0.0,1030,br BRA,FW,eng Premier League,20-036,2006.0,1.4,0,1,0,0.0,0.72,0.0,0.0,,0,0,1291,br BRA,FW,eng Premier League,20-036,2006.0,5,125,25,4.6,1.4,1,45.0,0,4,20.0,3,0.4,2,2,0,0.0,0.66,1030,br BRA,FW,eng Premier League,20-036,2006.0,1.4,0,0,0,0,0,0,0,0,1,0
Bruno Guimarães,br BRA,MF,Newcastle United,eng Premier League,28.0,1997.0,23,22,2017,22.4,9,4,13,7,2,2,5,0,0.49,1031,br BRA,MF,eng Premier League,28-121,1997.0,22.4,9,32,17,53.1,1.43,0.76,0.22,0.41,2,2,1292,br BRA,MF,eng Premier League,28-121,1997.0,23,2017,88,74.7,22.4,22,90.0,18,1,45.0,1,1.52,36,30,6,0.27,1.06,1031,br BRA,MF,eng Premier League,28-121,1997.0,22.4,5,0,0,33,52,1,62,13,35,0
Marc Guiu,es ESP,FW,Sunderland,eng Premier League,20.0,2006.0,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,1035,es ESP,FW,eng Premier League,20-072,2006.0,0.2,0,1,0,0.0,6.0,0.0,0.0,,0,0,1296,es ESP,FW,eng Premier League,20-072,2006.0,2,15,8,0.6,0.2,0,,0,2,8.0,1,1.5,1,1,0,0.0,0.17,1035,es ESP,FW,eng Premier League,20-072,2006.0,0.2,0,0,0,0,0,0,0,0,0,0
Marc Guiu,es ESP,FW,Chelsea,eng Premier League,20.0,2006.0,7,1,238,2.6,0,1,1,0,0,0,1,0,0.38,1036,es ESP,FW,eng Premier League,20-072,2006.0,2.6,0,11,2,18.2,4.16,0.76,0.0,0.0,0,0,1297,es ESP,FW,eng Premier League,20-072,2006.0,7,238,34,8.8,2.6,1,75.0,0,6,27.0,15,1.86,6,1,5,1.89,1.42,1036,es ESP,FW,eng Premier League,20-072,2006.0,2.6,1,0,0,9,2,0,0,0,0,0
Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,24.0,2002.0,16,15,1302,14.5,2,2,4,2,0,0,2,0,0.28,1047,hr CRO,DF,eng Premier League,24-053,2002.0,14.5,2,16,5,31.3,1.11,0.35,0.13,0.4,0,0,1311,hr CRO,DF,eng Premier League,24-053,2002.0,16,1302,81,48.2,14.5,15,85.0,12,1,34.0,1,2.25,35,13,22,1.52,0.88,1047,hr CRO,DF,eng Premier League,24-053,2002.0,14.5,2,0,0,16,7,0,2,14,13,0
Viktor Gyökeres,se SWE,FW,Arsenal,eng Premier League,27.0,1998.0,29,23,1892,21.0,11,0,11,9,2,2,4,0,0.43,1048,se SWE,FW,eng Premier League,27-286,1998.0,21.0,11,43,17,39.5,2.05,0.81,0.21,0.53,2,2,1312,se SWE,FW,eng Premier League,27-286,1998.0,29,1892,65,67.8,21.0,23,75.0,8,6,28.0,0,2.28,46,11,35,1.66,1.26,1048,se SWE,FW,eng Premier League,27-286,1998.0,21.0,4,0,0,28,23,2,7,1,5,0
Erling Haaland,no NOR,FW,Manchester City,eng Premier League,25.0,2000.0,29,28,2413,26.8,22,7,29,19,3,4,1,0,0.97,1049,no NOR,FW,eng Premier League,25-239,2000.0,26.8,22,102,49,48.0,3.8,1.83,0.19,0.39,3,4,1313,no NOR,FW,eng Premier League,25-239,2000.0,29,2413,83,89.4,26.8,28,86.0,20,1,18.0,0,2.0,56,27,29,1.08,0.14,1049,no NOR,FW,eng Premier League,25-239,2000.0,26.8,1,0,0,19,23,3,3,3,6,0
Lewis Hall,eng ENG,DF,Newcastle United,eng Premier League,21.0,2004.0,23,18,1663,18.5,1,1,2,1,0,0,3,0,0.11,1055,eng ENG,DF,eng Premier League,21-190,2004.0,18.5,1,19,3,15.8,1.03,0.16,0.05,0.33,0,0,1320,eng ENG,DF,eng Premier League,21-190,2004.0,23,1663,72,61.6,18.5,18,88.0,14,5,18.0,3,1.39,27,30,-3,-0.16,-0.42,1055,eng ENG,DF,eng Premier League,21-190,2004.0,18.5,3,0,0,15,31,0,83,25,26,0
Jack Harrison,eng ENG,FW,Leeds United,eng Premier League,29.0,1996.0,11,1,269,3.0,0,0,0,0,0,0,0,0,0.0,1066,eng ENG,FW,eng Premier League,29-117,1996.0,3.0,0,6,2,33.3,2.01,0.67,0.0,0.0,0,0,1333,eng ENG,FW,eng Premier League,29-117,1996.0,11,269,24,10.0,3.0,1,65.0,0,10,20.0,9,1.09,1,5,-4,-1.34,-1.08,1066,eng ENG,FW,eng Premier League,29-117,1996.0,3.0,0,0,0,1,4,0,17,4,2,0
Quilindschy Hartman,nl NED,DF,Burnley,eng Premier League,24.0,2001.0,16,16,1410,15.7,0,4,4,0,0,0,1,0,0.26,1068,nl NED,DF,eng Premier League,24-123,2001.0,15.7,0,6,2,33.3,0.38,0.13,0.0,0.0,0,0,1335,nl NED,DF,eng Premier League,24-123,2001.0,16,1410,88,52.2,15.7,16,88.0,13,0,,7,0.69,16,28,-12,-0.77,0.21,1068,nl NED,DF,eng Premier League,24-123,2001.0,15.7,1,0,0,9,3,1,65,21,21,0
Jorrel Hato,nl NED,DF,Chelsea,eng Premier League,20.0,2006.0,15,5,557,6.2,0,0,0,0,0,0,4,0,0.0,1072,nl NED,DF,eng Premier League,20-010,2006.0,6.2,0,4,0,0.0,0.65,0.0,0.0,,0,0,1340,nl NED,DF,eng Premier League,20-010,2006.0,15,557,37,20.6,6.2,5,66.0,1,10,23.0,12,1.67,10,13,-3,-0.48,-1.37,1072,nl NED,DF,eng Premier League,20-010,2006.0,6.2,4,0,0,10,1,0,6,9,10,0
Ayden Heaven,eng ENG,DF,Manchester Utd,eng Premier League,19.0,2006.0,13,8,645,7.2,0,1,1,0,0,0,2,0,0.14,1075,eng ENG,DF,eng Premier League,19-176,2006.0,7.2,0,3,0,0.0,0.42,0.0,0.0,,0,0,1344,eng ENG,DF,eng Premier League,19-176,2006.0,13,645,50,23.9,7.2,8,76.0,4,5,8.0,17,1.85,14,12,2,0.28,-0.2,1075,eng ENG,DF,eng Premier League,19-176,2006.0,7.2,2,0,0,5,5,0,1,1,9,1
Jan Paul van Hecke,nl NED,DF,Brighton,eng Premier League,25.0,2000.0,28,28,2490,27.7,3,2,5,3,0,0,7,0,0.18,1076,nl NED,DF,eng Premier League,25-282,2000.0,27.7,3,18,8,44.4,0.65,0.29,0.17,0.38,0,0,1345,nl NED,DF,eng Premier League,25-282,2000.0,28,2490,89,92.2,27.7,28,89.0,27,0,,0,1.39,39,34,5,0.18,1.04,1076,nl NED,DF,eng Premier League,25-282,2000.0,27.7,7,0,0,22,33,3,18,31,23,1
George Hemmings,eng ENG,MF,Aston Villa,eng Premier League,19.0,2007.0,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,1081,eng ENG,MF,eng Premier League,19-013,2007.0,0.3,0,1,0,0.0,3.33,0.0,0.0,,0,0,1352,eng ENG,MF,eng Premier League,19-013,2007.0,2,27,14,1.0,0.3,0,,0,2,14.0,9,0.0,1,0,1,3.33,3.27,1081,eng ENG,MF,eng Premier League,19-013,2007.0,0.3,0,0,0,1,0,0,0,0,0,0
Jordan Henderson,eng ENG,MF,Brentford,eng Premier League,35.0,1990.0,28,20,1730,19.2,1,3,4,1,0,0,4,0,0.21,1083,eng ENG,MF,eng Premier League,35-273,1990.0,19.2,1,6,1,16.7,0.31,0.05,0.17,1.0,0,0,1354,eng ENG,MF,eng Premier League,35-273,1990.0,28,1730,62,64.1,19.2,20,79.0,9,8,18.0,1,1.5,27,26,1,0.05,-0.23,1083,eng ENG,MF,eng Premier League,35-273,1990.0,19.2,4,0,0,13,7,1,44,16,13,0
Rico Henry,jm JAM,DF,Brentford,eng Premier League,28.0,1997.0,25,14,1328,14.8,0,1,1,0,0,0,2,0,0.07,1087,jm JAM,DF,eng Premier League,28-252,1997.0,14.8,0,5,0,0.0,0.34,0.0,0.0,,0,0,1358,jm JAM,DF,eng Premier League,28-252,1997.0,25,1328,53,49.2,14.8,14,80.0,6,11,19.0,4,1.64,28,22,6,0.41,0.54,1087,jm JAM,DF,eng Premier League,28-252,1997.0,14.8,2,0,0,15,17,2,26,7,11,0
Aaron Hickey,sct SCO,DF,Brentford,eng Premier League,23.0,2002.0,18,7,599,6.7,0,0,0,0,0,0,1,0,0.0,1099,sct SCO,DF,eng Premier League,23-280,2002.0,6.7,0,5,1,20.0,0.75,0.15,0.0,0.0,0,0,1376,sct SCO,DF,eng Premier League,23-280,2002.0,18,599,33,22.2,6.7,7,69.0,1,11,10.0,5,1.5,8,8,0,0.0,-0.17,1099,sct SCO,DF,eng Premier League,23-280,2002.0,6.7,1,0,0,6,8,0,4,7,6,0
James Hill,eng ENG,DF,Bournemouth,eng Premier League,24.0,2002.0,21,14,1386,15.4,0,3,3,0,0,0,2,0,0.19,1104,eng ENG,DF,eng Premier League,24-066,2002.0,15.4,0,8,1,12.5,0.52,0.06,0.0,0.0,0,0,1381,eng ENG,DF,eng Premier League,24-066,2002.0,21,1386,66,51.3,15.4,14,88.0,12,7,23.0,5,1.67,20,16,4,0.26,0.67,1104,eng ENG,DF,eng Premier League,24-066,2002.0,15.4,2,0,0,11,10,1,9,27,12,0
Piero Hincapié,ec ECU,DF,Arsenal,eng Premier League,24.0,2002.0,21,17,1503,16.7,1,2,3,1,0,0,2,0,0.18,1106,ec ECU,DF,eng Premier League,24-067,2002.0,16.7,1,2,1,50.0,0.12,0.06,0.5,1.0,0,0,1383,ec ECU,DF,eng Premier League,24-067,2002.0,21,1503,72,53.9,16.7,17,84.0,12,4,17.0,2,2.33,37,16,21,1.26,0.0,1106,ec ECU,DF,eng Premier League,24-067,2002.0,16.7,2,0,0,16,12,0,28,20,21,1
Jack Hinshelwood,eng ENG,MF,Brighton,eng Premier League,20.0,2005.0,19,12,1094,12.2,1,2,3,1,0,0,0,0,0.25,1108,eng ENG,MF,eng Premier League,20-340,2005.0,12.2,1,22,7,31.8,1.81,0.58,0.05,0.14,0,0,1386,eng ENG,MF,eng Premier League,20-340,2005.0,19,1094,58,40.5,12.2,12,72.0,4,7,32.0,2,1.21,13,16,-3,-0.25,-0.58,1108,eng ENG,MF,eng Premier League,20-340,2005.0,12.2,0,0,0,25,6,2,4,5,10,1
Harry Howell,eng ENG,MF,Brighton,eng Premier League,17.0,2008.0,3,1,94,1.0,0,0,0,0,0,0,0,0,0.0,1122,eng ENG,MF,eng Premier League,17-169,2008.0,1.0,0,0,0,,0.0,0.0,,,0,0,1401,eng ENG,MF,eng Premier League,17-169,2008.0,3,94,31,3.5,1.0,1,70.0,0,2,12.0,4,0.0,0,2,-2,-1.91,-2.09,1122,eng ENG,MF,eng Premier League,17-169,2008.0,1.0,0,0,0,0,0,1,4,0,0,0
Callum Hudson-Odoi,eng ENG,MF,Nottingham Forest,eng Premier League,25.0,2000.0,28,19,1682,18.7,3,2,5,3,0,0,0,0,0.27,1126,eng ENG,MF,eng Premier League,25-130,2000.0,18.7,3,28,10,35.7,1.5,0.54,0.11,0.3,0,0,1405,eng ENG,MF,eng Premier League,25-130,2000.0,28,1682,60,62.3,18.7,19,74.0,3,9,31.0,0,0.93,18,25,-7,-0.37,0.33,1126,eng ENG,MF,eng Premier League,25-130,2000.0,18.7,0,0,0,11,11,2,86,8,6,0
Will Hughes,eng ENG,MF,Crystal Palace,eng Premier League,30.0,1995.0,27,15,1301,14.5,0,0,0,0,0,0,7,0,0.0,1127,eng ENG,MF,eng Premier League,30-334,1995.0,14.5,0,17,0,0.0,1.18,0.0,0.0,,0,0,1406,eng ENG,MF,eng Premier League,30-334,1995.0,27,1301,48,48.2,14.5,15,74.0,7,12,16.0,3,1.3,10,13,-3,-0.21,-0.27,1127,eng ENG,MF,eng Premier League,30-334,1995.0,14.5,7,0,0,20,19,0,38,11,15,0
Omari Hutchinson,eng ENG,MF,Nottingham Forest,eng Premier League,22.0,2003.0,23,11,1208,13.4,1,3,4,1,0,0,0,0,0.3,1132,eng ENG,MF,eng Premier League,22-138,2003.0,13.4,1,21,9,42.9,1.56,0.67,0.05,0.11,0,0,1412,eng ENG,MF,eng Premier League,22-138,2003.0,23,1208,53,44.7,13.4,11,80.0,8,12,27.0,5,0.96,12,17,-5,-0.37,0.23,1132,eng ENG,MF,eng Premier League,22-138,2003.0,13.4,0,0,0,17,16,6,113,7,8,0
Igor,br BRA,DF,West Ham United,eng Premier League,28.0,1998.0,4,1,105,1.2,0,0,0,0,0,0,0,0,0.0,1150,br BRA,DF,eng Premier League,28-038,1998.0,1.2,0,0,0,,0.0,0.0,,,0,0,1431,br BRA,DF,eng Premier League,28-038,1998.0,4,105,26,3.9,1.2,1,90.0,1,3,5.0,9,2.0,4,3,1,0.86,1.55,1150,br BRA,DF,eng Premier League,28-038,1998.0,1.2,0,0,0,1,0,0,0,1,0,0
Tim Iroegbunam,eng ENG,MF,Everton,eng Premier League,22.0,2003.0,22,13,1108,12.3,0,2,2,0,0,0,8,0,0.16,1162,eng ENG,MF,eng Premier League,22-260,2003.0,12.3,0,8,0,0.0,0.65,0.0,0.0,,0,0,1446,eng ENG,MF,eng Premier League,22-260,2003.0,22,1108,50,41.0,12.3,13,77.0,5,9,11.0,5,1.45,11,10,1,0.08,0.19,1162,eng ENG,MF,eng Premier League,22-260,2003.0,12.3,8,0,0,22,19,0,2,19,36,0
Andy Irving,sct SCO,MF,West Ham United,eng Premier League,25.0,2000.0,7,2,158,1.8,0,0,0,0,0,0,0,0,0.0,1164,sct SCO,MF,eng Premier League,25-308,2000.0,1.8,0,0,0,,0.0,0.0,,,0,0,1448,sct SCO,MF,eng Premier League,25-308,2000.0,7,158,23,5.9,1.8,2,62.0,0,5,7.0,8,0.71,3,4,-1,-0.57,0.07,1164,sct SCO,MF,eng Premier League,25-308,2000.0,1.8,0,0,0,1,0,0,12,1,4,0
Alexander Isak,se SWE,FW,Liverpool,eng Premier League,26.0,1999.0,10,6,504,5.6,2,1,3,2,0,0,0,0,0.54,1166,se SWE,FW,eng Premier League,26-177,1999.0,5.6,2,15,4,26.7,2.68,0.71,0.13,0.5,0,0,1450,se SWE,FW,eng Premier League,26-177,1999.0,10,504,50,18.7,5.6,6,74.0,0,4,15.0,1,1.4,4,7,-3,-0.54,-1.03,1166,se SWE,FW,eng Premier League,26-177,1999.0,5.6,0,0,0,5,0,0,2,0,5,0
Wilson Isidor,fr FRA,FW,Sunderland,eng Premier League,25.0,2000.0,26,11,1068,11.9,4,0,4,4,0,0,1,0,0.34,1169,fr FRA,FW,eng Premier League,25-202,2000.0,11.9,4,38,14,36.8,3.2,1.18,0.11,0.29,0,0,1453,fr FRA,FW,eng Premier League,25-202,2000.0,26,1068,41,39.6,11.9,11,71.0,0,15,19.0,2,1.38,14,15,-1,-0.08,0.14,1169,fr FRA,FW,eng Premier League,25-202,2000.0,11.9,1,0,0,13,4,10,0,0,6,0
Alex Iwobi,ng NGA,MF,Fulham,eng Premier League,29.0,1996.0,24,24,2041,22.7,4,3,7,4,0,0,2,0,0.31,1173,ng NGA,MF,eng Premier League,29-318,1996.0,22.7,4,27,11,40.7,1.19,0.49,0.15,0.36,0,0,1458,ng NGA,MF,eng Premier League,29-318,1996.0,24,2041,85,75.6,22.7,24,85.0,9,0,,0,1.25,30,36,-6,-0.26,-0.67,1173,ng NGA,MF,eng Premier League,29-318,1996.0,22.7,2,0,0,5,8,1,71,11,14,0
Daniel James,wls WAL,FW,Leeds United,eng Premier League,28.0,1997.0,14,4,408,4.5,0,0,0,0,0,0,0,0,0.0,1182,wls WAL,FW,eng Premier League,28-127,1997.0,4.5,0,10,2,20.0,2.21,0.44,0.0,0.0,0,0,1469,wls WAL,FW,eng Premier League,28-127,1997.0,14,408,29,15.1,4.5,4,62.0,0,10,16.0,3,0.79,0,13,-13,-2.87,-2.95,1182,wls WAL,FW,eng Premier League,28-127,1997.0,4.5,0,0,0,1,6,1,35,1,3,0
Vitaly Janelt,de GER,MF,Brentford,eng Premier League,27.0,1998.0,22,13,1261,14.0,1,4,5,1,0,0,7,0,0.36,1184,de GER,MF,eng Premier League,27-311,1998.0,14.0,1,12,3,25.0,0.86,0.21,0.08,0.33,0,0,1473,de GER,MF,eng Premier League,27-311,1998.0,22,1261,57,46.7,14.0,13,83.0,10,9,20.0,2,1.5,24,16,8,0.57,0.82,1184,de GER,MF,eng Premier League,27-311,1998.0,14.0,7,0,0,17,12,0,53,26,16,0
Mathias Jensen,dk DEN,MF,Brentford,eng Premier League,30.0,1996.0,28,18,1563,17.4,2,1,3,2,0,0,3,0,0.17,1195,dk DEN,MF,eng Premier League,30-075,1996.0,17.4,2,22,6,27.3,1.27,0.35,0.09,0.33,0,0,1486,dk DEN,MF,eng Premier League,30-075,1996.0,28,1563,56,57.9,17.4,18,80.0,7,10,13.0,2,1.61,27,23,4,0.23,0.23,1195,dk DEN,MF,eng Premier League,30-075,1996.0,17.4,3,0,0,15,7,2,90,11,19,0
Gabriel Jesus,br BRA,FW,Arsenal,eng Premier League,28.0,1997.0,11,2,313,3.5,2,0,2,2,0,0,2,0,0.58,1198,br BRA,FW,eng Premier League,28-348,1997.0,3.5,2,14,9,64.3,4.03,2.59,0.14,0.22,0,0,1489,br BRA,FW,eng Premier League,28-348,1997.0,11,313,28,11.2,3.5,2,58.0,0,9,22.0,7,2.18,6,6,0,0.0,-1.42,1198,br BRA,FW,eng Premier League,28-348,1997.0,3.5,2,0,0,6,1,5,0,1,0,0
Igor Jesus,br BRA,FW,Nottingham Forest,eng Premier League,25.0,2001.0,29,21,1730,19.2,2,3,5,2,0,0,0,0,0.26,1199,br BRA,FW,eng Premier League,25-020,2001.0,19.2,2,53,11,20.8,2.76,0.57,0.04,0.18,0,0,1490,br BRA,FW,eng Premier League,25-020,2001.0,29,1730,60,64.1,19.2,21,74.0,4,8,21.0,0,1.0,19,31,-12,-0.62,-0.35,1199,br BRA,FW,eng Premier League,25-020,2001.0,19.2,0,0,0,32,33,10,8,1,11,0
Raúl Jiménez,mx MEX,FW,Fulham,eng Premier League,34.0,1991.0,29,25,1965,21.8,8,3,11,5,3,3,5,0,0.37,1204,mx MEX,FW,eng Premier League,34-316,1991.0,21.8,8,61,16,26.2,2.79,0.73,0.08,0.31,3,3,1495,mx MEX,FW,eng Premier League,34-316,1991.0,29,1965,68,72.8,21.8,25,76.0,10,4,17.0,0,1.41,31,26,5,0.23,1.21,1204,mx MEX,FW,eng Premier League,34-316,1991.0,21.8,5,0,0,41,28,19,5,7,17,0
Jamaldeen Jimoh,eng ENG,MF,Aston Villa,eng Premier League,19.0,2006.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,1205,eng ENG,MF,eng Premier League,19-166,2006.0,0.1,0,0,0,,0.0,0.0,,,0,0,1496,eng ENG,MF,eng Premier League,19-166,2006.0,1,9,9,0.3,0.1,0,,0,1,9.0,8,0.0,1,0,1,10.0,9.93,1205,eng ENG,MF,eng Premier League,19-166,2006.0,0.1,0,0,0,0,1,0,0,0,0,0
Joelinton,br BRA,MF,Newcastle United,eng Premier League,29.0,1996.0,23,19,1598,17.8,2,1,3,2,0,0,8,0,0.17,1207,br BRA,MF,eng Premier League,29-215,1996.0,17.8,2,27,10,37.0,1.52,0.56,0.07,0.2,0,0,1499,br BRA,MF,eng Premier League,29-215,1996.0,23,1598,69,59.2,17.8,19,79.0,10,4,24.0,3,1.57,28,22,6,0.34,0.83,1207,br BRA,MF,eng Premier League,29-215,1996.0,17.8,8,0,0,36,27,1,10,19,18,0
Brennan Johnson,wls WAL,MF,Crystal Palace,eng Premier League,24.0,2001.0,11,7,626,7.0,0,1,1,0,0,0,3,0,0.14,1214,wls WAL,MF,eng Premier League,24-298,2001.0,7.0,0,11,3,27.3,1.58,0.43,0.0,0.0,0,0,1506,wls WAL,MF,eng Premier League,24-298,2001.0,11,626,57,23.2,7.0,7,79.0,3,4,19.0,0,1.09,4,8,-4,-0.58,-0.66,1214,wls WAL,MF,eng Premier League,24-298,2001.0,7.0,3,0,0,11,5,3,27,1,4,0
Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,25.0,2001.0,26,11,1273,14.1,0,1,1,0,0,0,1,0,0.07,1217,eng ENG,MF,eng Premier League,25-046,2001.0,14.1,0,18,5,27.8,1.27,0.35,0.0,0.0,0,0,1509,eng ENG,MF,eng Premier League,25-046,2001.0,26,1273,49,47.1,14.1,11,83.0,4,15,24.0,2,1.5,25,25,0,0.0,-0.57,1217,eng ENG,MF,eng Premier League,25-046,2001.0,14.1,1,0,0,10,19,0,8,7,15,0
Hamed Junior Traorè,ci CIV,MF,Bournemouth,eng Premier League,26.0,2000.0,1,0,17,0.2,0,1,1,0,0,0,0,0,5.29,1228,ci CIV,MF,eng Premier League,26-029,2000.0,0.2,0,0,0,,0.0,0.0,,,0,0,1526,ci CIV,MF,eng Premier League,26-029,2000.0,1,17,17,0.6,0.2,0,,0,1,17.0,0,0.0,1,2,-1,-5.29,-5.26,1228,ci CIV,MF,eng Premier League,26-029,2000.0,0.2,0,0,0,0,0,0,1,0,0,0
Arnaud Kalimuendo,fr FRA,FW,Nottingham Forest,eng Premier League,24.0,2002.0,9,0,96,1.1,0,0,0,0,0,0,0,0,0.0,1244,fr FRA,FW,eng Premier League,24-056,2002.0,1.1,0,4,1,25.0,3.75,0.94,0.0,0.0,0,0,1545,fr FRA,FW,eng Premier League,24-056,2002.0,9,96,11,3.6,1.1,0,,0,9,11.0,9,0.22,0,3,-3,-2.81,-2.4,1244,fr FRA,FW,eng Premier League,24-056,2002.0,1.1,0,0,0,2,0,1,2,0,1,0
Daichi Kamada,jp JPN,MF,Crystal Palace,eng Premier League,29.0,1996.0,20,17,1479,16.4,0,0,0,0,0,0,2,0,0.0,1249,jp JPN,MF,eng Premier League,29-224,1996.0,16.4,0,16,4,25.0,0.97,0.24,0.0,0.0,0,0,1551,jp JPN,MF,eng Premier League,29-224,1996.0,20,1479,74,54.8,16.4,17,83.0,5,3,23.0,0,1.7,25,17,8,0.49,1.22,1249,jp JPN,MF,eng Premier League,29-224,1996.0,16.4,2,0,0,26,20,1,31,10,28,0
Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,26.0,1999.0,18,17,1411,15.7,1,3,4,1,0,0,5,0,0.26,1253,fr FRA,MF,eng Premier League,26-114,1999.0,15.7,1,7,4,57.1,0.45,0.26,0.14,0.25,0,0,1555,fr FRA,MF,eng Premier League,26-114,1999.0,18,1411,78,52.3,15.7,17,82.0,9,1,19.0,0,2.33,26,15,11,0.7,1.26,1253,fr FRA,MF,eng Premier League,26-114,1999.0,15.7,5,0,0,16,30,0,2,15,16,0
Mohamadou Kanté,fr FRA,MF,West Ham United,eng Premier League,20.0,2005.0,7,0,29,0.3,0,0,0,0,0,0,1,0,0.0,1262,fr FRA,MF,eng Premier League,20-178,2005.0,0.3,0,1,0,0.0,3.1,0.0,0.0,,0,0,1568,fr FRA,MF,eng Premier League,20-178,2005.0,7,29,4,1.1,0.3,0,,0,7,4.0,9,1.0,0,0,0,0.0,0.64,1262,fr FRA,MF,eng Premier League,20-178,2005.0,0.3,1,0,0,1,0,0,0,0,3,0
Michael Kayode,it ITA,DF,Brentford,eng Premier League,21.0,2004.0,29,29,2538,28.2,1,0,1,1,0,0,6,0,0.04,1274,it ITA,DF,eng Premier League,21-250,2004.0,28.2,1,7,2,28.6,0.25,0.07,0.14,0.5,0,0,1583,it ITA,DF,eng Premier League,21-250,2004.0,29,2538,88,94.0,28.2,29,88.0,23,0,,0,1.55,45,39,6,0.21,1.32,1274,it ITA,DF,eng Premier League,21-250,2004.0,28.2,6,0,0,22,42,1,49,32,42,1
Michael Keane,eng ENG,DF,Everton,eng Premier League,33.0,1993.0,26,23,2047,22.7,3,0,3,3,0,0,0,1,0.13,1276,eng ENG,DF,eng Premier League,33-065,1993.0,22.7,3,21,6,28.6,0.92,0.26,0.14,0.5,0,0,1585,eng ENG,DF,eng Premier League,33-065,1993.0,26,2047,79,75.8,22.7,23,89.0,21,3,4.0,0,1.27,21,30,-9,-0.4,-1.5,1276,eng ENG,DF,eng Premier League,33-065,1993.0,22.7,0,1,0,14,6,0,1,34,20,0
Milos Kerkez,hu HUN,DF,Liverpool,eng Premier League,22.0,2003.0,27,24,1953,21.7,1,1,2,1,0,0,4,0,0.09,1288,hu HUN,DF,eng Premier League,22-130,2003.0,21.7,1,7,1,14.3,0.32,0.05,0.14,1.0,0,0,1598,hu HUN,DF,eng Premier League,22-130,2003.0,27,1953,72,72.3,21.7,24,79.0,13,3,22.0,3,1.56,35,28,7,0.32,0.08,1288,hu HUN,DF,eng Premier League,22-130,2003.0,21.7,4,0,0,18,23,4,74,11,26,0
Kevin,br BRA,MF,Fulham,eng Premier League,23.0,2003.0,23,8,908,10.1,1,1,2,1,0,0,1,0,0.2,1289,br BRA,MF,eng Premier League,23-072,2003.0,10.1,1,22,9,40.9,2.18,0.89,0.05,0.11,0,0,1599,br BRA,MF,eng Premier League,23-072,2003.0,23,908,39,33.6,10.1,8,69.0,0,15,24.0,1,1.39,12,14,-2,-0.2,-0.15,1289,br BRA,MF,eng Premier League,23-072,2003.0,10.1,1,0,0,12,15,2,40,9,8,0
