Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,32.0,1994.0,18,6,760,8.4,0,0,0,0,0,0,0,0,0.0,2132,sct SCO,DF,eng Premier League,32-006,1994.0,8.4,0,5,1,20.0,0.59,0.12,0.0,0.0,0,0,2683,sct SCO,DF,eng Premier League,32-006,1994.0,18,760,42,28.1,8.4,6,79.0,3,12,24.0,12,1.56,14,11,3,0.36,0.08,2132,sct SCO,DF,eng Premier League,32-006,1994.0,8.4,0,0,0,4,0,5,34,6,9,0
Joe Rodon,wls WAL,DF,Leeds United,eng Premier League,28.0,1997.0,28,28,2455,27.3,2,0,2,2,0,0,1,0,0.07,2138,wls WAL,DF,eng Premier League,28-146,1997.0,27.3,2,15,4,26.7,0.55,0.15,0.13,0.5,0,0,2689,wls WAL,DF,eng Premier League,28-146,1997.0,28,2455,88,90.9,27.3,28,88.0,25,0,,0,1.07,35,45,-10,-0.37,0.0,2138,wls WAL,DF,eng Premier League,28-146,1997.0,27.3,1,0,0,12,17,1,3,27,16,0
Rodri,es ESP,MF,Manchester City,eng Premier League,29.0,1996.0,18,14,1244,13.8,1,0,1,1,0,0,2,0,0.07,2139,es ESP,MF,eng Premier League,29-268,1996.0,13.8,1,11,2,18.2,0.8,0.14,0.09,0.5,0,0,2690,es ESP,MF,eng Premier League,29-268,1996.0,18,1244,69,46.1,13.8,14,83.0,10,4,22.0,1,1.72,22,13,9,0.65,-0.77,2139,es ESP,MF,eng Premier League,29-268,1996.0,13.8,2,0,0,10,26,0,4,11,22,0
Guido Rodríguez,ar ARG,MF,West Ham United,eng Premier League,31.0,1994.0,6,2,180,2.0,0,0,0,0,0,0,1,0,0.0,2143,ar ARG,MF,eng Premier League,31-339,1994.0,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0,2695,ar ARG,MF,eng Premier League,31-339,1994.0,6,180,30,6.7,2.0,2,67.0,0,4,12.0,15,0.67,1,2,-1,-0.5,0.14,2143,ar ARG,MF,eng Premier League,31-339,1994.0,2.0,1,0,0,2,4,0,2,2,0,0
Merlin Röhl,de GER,MF,Everton,eng Premier League,23.0,2002.0,11,2,364,4.0,0,0,0,0,0,0,0,0,0.0,2153,de GER,MF,eng Premier League,23-255,2002.0,4.0,0,7,0,0.0,1.73,0.0,0.0,,0,0,2707,de GER,MF,eng Premier League,23-255,2002.0,11,364,33,13.5,4.0,2,90.0,2,9,20.0,8,1.09,6,6,0,0.0,0.04,2153,de GER,MF,eng Premier League,23-255,2002.0,4.0,0,0,0,9,3,1,4,2,9,0
Cristian Romero,ar ARG,DF,Tottenham Hotspur,eng Premier League,27.0,1998.0,21,20,1709,19.0,4,1,5,4,0,0,10,2,0.26,2160,ar ARG,DF,eng Premier League,27-324,1998.0,19.0,4,15,6,40.0,0.79,0.32,0.27,0.67,0,0,2715,ar ARG,DF,eng Premier League,27-324,1998.0,21,1709,81,63.3,19.0,20,84.0,14,1,31.0,0,1.1,26,27,-1,-0.05,0.49,2160,ar ARG,DF,eng Premier League,27-324,1998.0,19.0,10,2,1,28,12,0,1,29,26,0
James Rowswell,eng ENG,DF,Tottenham Hotspur,eng Premier League,19.0,2006.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,2177,eng ENG,DF,eng Premier League,19-247,2006.0,0.0,0,0,0,,0.0,0.0,,,0,0,2738,eng ENG,DF,eng Premier League,19-247,2006.0,1,1,1,0.0,0.0,0,,0,1,1.0,6,1.0,0,0,0,0.0,0.23,2177,eng ENG,DF,eng Premier League,19-247,2006.0,0.0,0,0,0,0,0,0,0,0,0,0
Noah Sadiki,cd COD,MF,Sunderland,eng Premier League,21.0,2004.0,25,25,2202,24.5,0,0,0,0,0,0,6,0,0.0,2200,cd COD,MF,eng Premier League,21-090,2004.0,24.5,0,12,3,25.0,0.49,0.12,0.0,0.0,0,0,2764,cd COD,MF,eng Premier League,21-090,2004.0,25,2202,88,81.6,24.5,25,88.0,20,0,,0,1.44,27,29,-2,-0.08,0.46,2200,cd COD,MF,eng Premier League,21-090,2004.0,24.5,6,0,0,22,30,1,16,28,20,0
William Saliba,fr FRA,DF,Arsenal,eng Premier League,24.0,2001.0,25,24,2074,23.0,1,0,1,1,0,0,1,0,0.04,2217,fr FRA,DF,eng Premier League,24-358,2001.0,23.0,1,5,1,20.0,0.22,0.04,0.2,1.0,0,0,2787,fr FRA,DF,eng Premier League,24-358,2001.0,25,2074,83,74.3,23.0,24,85.0,22,1,45.0,0,2.36,52,16,36,1.56,1.19,2217,fr FRA,DF,eng Premier League,24-358,2001.0,23.0,1,0,0,17,15,1,9,13,17,0
Jadon Sancho,eng ENG,MF,Aston Villa,eng Premier League,25.0,2000.0,18,7,697,7.7,0,1,1,0,0,0,0,0,0.13,2235,eng ENG,MF,eng Premier League,25-357,2000.0,7.7,0,9,3,33.3,1.16,0.39,0.0,0.0,0,0,2811,eng ENG,MF,eng Premier League,25-357,2000.0,18,697,39,25.8,7.7,7,65.0,0,11,22.0,5,1.72,10,5,5,0.65,0.74,2235,eng ENG,MF,eng Premier League,25-357,2000.0,7.7,0,0,0,3,2,2,20,2,2,0
Ibrahim Sangaré,ci CIV,MF,Nottingham Forest,eng Premier League,28.0,1997.0,22,20,1675,18.6,2,2,4,2,0,0,4,0,0.21,2243,ci CIV,MF,eng Premier League,28-105,1997.0,18.6,2,16,5,31.3,0.86,0.27,0.13,0.4,0,0,2820,ci CIV,MF,eng Premier League,28-105,1997.0,22,1675,76,62.0,18.6,20,83.0,13,2,8.0,3,1.18,18,22,-4,-0.21,0.75,2243,ci CIV,MF,eng Premier League,28-105,1997.0,18.6,4,0,0,32,13,0,8,17,24,0
Andrey Santos,br BRA,MF,Chelsea,eng Premier League,21.0,2004.0,22,10,975,10.8,0,0,0,0,0,0,4,0,0.0,2253,br BRA,MF,eng Premier League,21-318,2004.0,10.8,0,8,1,12.5,0.74,0.09,0.0,0.0,0,0,2830,br BRA,MF,eng Premier League,21-318,2004.0,22,975,44,36.1,10.8,10,71.0,3,12,22.0,7,1.64,17,12,5,0.46,-0.22,2253,br BRA,MF,eng Premier League,21-318,2004.0,10.8,4,0,0,11,19,1,1,17,13,0
Mamadou Sarr,sn SEN,DF,Chelsea,eng Premier League,20.0,2005.0,2,1,92,1.0,0,0,0,0,0,0,0,0,0.0,2264,sn SEN,DF,eng Premier League,20-200,2005.0,1.0,0,1,0,0.0,0.98,0.0,0.0,,0,0,2847,sn SEN,DF,eng Premier League,20-200,2005.0,2,92,46,3.4,1.0,1,89.0,0,1,3.0,4,0.5,1,3,-2,-1.96,-2.65,2264,sn SEN,DF,eng Premier League,20-200,2005.0,1.0,0,0,0,0,0,0,0,1,0,0
Sávio,br BRA,MF,Manchester City,eng Premier League,21.0,2004.0,17,5,573,6.4,0,1,1,0,0,0,2,0,0.16,2269,br BRA,MF,eng Premier League,21-341,2004.0,6.4,0,14,9,64.3,2.2,1.41,0.0,0.0,0,0,2853,br BRA,MF,eng Premier League,21-341,2004.0,17,573,34,21.2,6.4,5,74.0,1,12,17.0,2,2.29,9,5,4,0.63,-0.56,2269,br BRA,MF,eng Premier League,21-341,2004.0,6.4,2,0,0,8,10,4,28,5,3,0
Nicolò Savona,it ITA,DF,Nottingham Forest,eng Premier League,22.0,2003.0,14,11,1028,11.4,2,0,2,2,0,0,2,0,0.18,2270,it ITA,DF,eng Premier League,22-363,2003.0,11.4,2,5,3,60.0,0.44,0.26,0.4,0.67,0,0,2854,it ITA,DF,eng Premier League,22-363,2003.0,14,1028,73,38.1,11.4,11,85.0,9,3,31.0,4,0.93,13,18,-5,-0.44,0.1,2270,it ITA,DF,eng Premier League,22-363,2003.0,11.4,2,0,0,12,5,1,27,5,12,0
Dane Scarlett,eng ENG,FW,Tottenham Hotspur,eng Premier League,21.0,2004.0,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,2275,eng ENG,FW,eng Premier League,21-358,2004.0,0.1,0,0,0,,0.0,0.0,,,0,0,2861,eng ENG,FW,eng Premier League,21-358,2004.0,2,9,5,0.3,0.1,0,,0,2,5.0,9,1.0,1,0,1,10.0,10.27,2275,eng ENG,FW,eng Premier League,21-358,2004.0,0.1,0,0,0,1,0,0,0,0,0,0
Fabian Schär,ch SUI,DF,Newcastle United,eng Premier League,34.0,1991.0,16,11,1091,12.1,0,0,0,0,0,0,1,0,0.0,2278,ch SUI,DF,eng Premier League,34-087,1991.0,12.1,0,17,4,23.5,1.4,0.33,0.0,0.0,0,0,2864,ch SUI,DF,eng Premier League,34-087,1991.0,16,1091,68,40.4,12.1,11,88.0,9,5,25.0,3,1.75,16,13,3,0.25,0.42,2278,ch SUI,DF,eng Premier League,34-087,1991.0,12.1,1,0,0,15,7,1,4,16,9,0
Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,22.0,2003.0,30,27,2220,24.7,2,1,3,2,0,0,3,0,0.12,2294,eng ENG,MF,eng Premier League,22-208,2003.0,24.7,2,37,10,27.0,1.5,0.41,0.05,0.2,0,0,2883,eng ENG,MF,eng Premier League,22-208,2003.0,30,2220,74,82.2,24.7,27,78.0,13,3,39.0,0,1.37,37,35,2,0.08,0.83,2294,eng ENG,MF,eng Premier League,22-208,2003.0,24.7,3,0,0,35,52,1,64,30,30,0
Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22.0,2003.0,2,1,134,1.5,0,0,0,0,0,0,0,0,0.0,2298,nl NED,DF,eng Premier League,22-298,2003.0,1.5,0,0,0,,0.0,0.0,,,0,0,2887,nl NED,DF,eng Premier League,22-298,2003.0,2,134,67,5.0,1.5,1,52.0,0,1,82.0,1,1.5,0,2,-2,-1.34,-1.24,2298,nl NED,DF,eng Premier League,22-298,2003.0,1.5,0,0,0,1,1,0,1,0,0,0
Antoine Semenyo,gh GHA,MF,Bournemouth,eng Premier League,26.0,2000.0,20,20,1798,20.0,10,3,13,9,1,2,6,0,0.6,2303,gh GHA,MF,eng Premier League,26-069,2000.0,20.0,10,49,27,55.1,2.45,1.35,0.18,0.33,1,2,2894,gh GHA,MF,eng Premier League,26-069,2000.0,20,1798,90,66.6,20.0,20,90.0,18,0,,0,1.25,31,38,-7,-0.35,-0.85,2303,gh GHA,MF,eng Premier League,26-069,2000.0,20.0,6,0,0,37,14,12,28,6,20,0
Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28.0,1997.0,29,29,2568,28.5,0,4,4,0,0,0,8,0,0.14,2307,ar ARG,DF,eng Premier League,28-311,1997.0,28.5,0,15,5,33.3,0.53,0.18,0.0,0.0,0,0,2898,ar ARG,DF,eng Premier League,28-311,1997.0,29,2568,89,95.1,28.5,29,89.0,27,0,,0,1.41,42,45,-3,-0.11,-0.79,2307,ar ARG,DF,eng Premier League,28-311,1997.0,28.5,8,0,0,26,27,1,22,42,29,0
Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22.0,2003.0,25,13,1322,14.7,9,1,10,9,0,0,1,0,0.68,2310,si SVN,FW,eng Premier League,22-290,2003.0,14.7,9,53,28,52.8,3.61,1.91,0.17,0.32,0,0,2906,si SVN,FW,eng Premier League,22-290,2003.0,25,1322,53,49.0,14.7,13,80.0,7,12,24.0,1,1.76,31,26,5,0.34,-0.18,2310,si SVN,FW,eng Premier League,22-290,2003.0,14.7,1,0,0,14,4,5,2,3,3,0
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30.0,1995.0,30,30,2525,28.1,0,1,1,0,0,0,5,0,0.04,2313,eng ENG,DF,eng Premier League,30-248,1995.0,28.1,0,5,2,40.0,0.18,0.07,0.0,0.0,0,0,2912,eng ENG,DF,eng Premier League,30-248,1995.0,30,2525,84,93.5,28.1,30,84.0,17,0,,0,1.8,51,37,14,0.5,1.01,2313,eng ENG,DF,eng Premier League,30-248,1995.0,28.1,5,0,0,37,10,0,45,31,30,0
Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,31.0,1994.0,30,26,2245,24.9,2,4,6,2,0,0,9,0,0.24,2323,pt POR,MF,eng Premier League,31-219,1994.0,24.9,2,17,5,29.4,0.68,0.2,0.12,0.4,0,0,2927,pt POR,MF,eng Premier League,31-219,1994.0,30,2245,75,83.1,24.9,26,83.0,11,4,23.0,0,2.03,53,24,29,1.16,0.57,2323,pt POR,MF,eng Premier League,31-219,1994.0,24.9,9,0,0,34,19,5,51,15,14,0
Jota Silva,pt POR,FW,Nottingham Forest,eng Premier League,26.0,1999.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,2326,pt POR,FW,eng Premier League,26-228,1999.0,0.1,0,0,0,,0.0,0.0,,,0,0,2930,pt POR,FW,eng Premier League,26-228,1999.0,1,12,12,0.4,0.1,0,,0,1,12.0,0,3.0,0,0,0,0.0,0.5,2326,pt POR,FW,eng Premier League,26-228,1999.0,0.1,0,0,0,0,1,0,1,0,1,0
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34.0,1991.0,17,11,790,8.8,0,1,1,0,0,0,2,0,0.11,2350,eng ENG,DF,eng Premier League,34-322,1991.0,8.8,0,0,0,,0.0,0.0,,,0,0,2963,eng ENG,DF,eng Premier League,34-322,1991.0,17,790,46,29.3,8.8,11,69.0,4,6,6.0,8,1.35,14,15,-1,-0.11,-0.07,2350,eng ENG,DF,eng Premier League,34-322,1991.0,8.8,2,0,0,13,7,0,10,7,8,0
Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25.0,2000.0,29,16,1457,16.2,3,0,3,3,0,0,1,0,0.19,2352,eng ENG,MF,eng Premier League,25-232,2000.0,16.2,3,28,9,32.1,1.73,0.56,0.11,0.33,0,0,2965,eng ENG,MF,eng Premier League,25-232,2000.0,29,1457,50,54.0,16.2,16,75.0,1,13,20.0,0,1.38,23,24,-1,-0.06,0.08,2352,eng ENG,MF,eng Premier League,25-232,2000.0,16.2,1,0,0,4,9,2,10,20,15,0
Dominic Solanke,eng ENG,FW,Tottenham Hotspur,eng Premier League,28.0,1997.0,11,7,692,7.7,3,0,3,3,0,0,1,0,0.39,2357,eng ENG,FW,eng Premier League,28-184,1997.0,7.7,3,12,6,50.0,1.56,0.78,0.25,0.5,0,0,2971,eng ENG,FW,eng Premier League,28-184,1997.0,11,692,63,25.6,7.7,7,86.0,4,4,23.0,0,0.82,9,15,-6,-0.78,-0.74,2357,eng ENG,FW,eng Premier League,28-184,1997.0,7.7,1,0,0,8,5,2,2,3,13,0
Julio Soler,ar ARG,DF,Bournemouth,eng Premier League,21.0,2005.0,3,0,35,0.4,0,0,0,0,0,0,0,0,0.0,2359,ar ARG,DF,eng Premier League,21-029,2005.0,0.4,0,0,0,,0.0,0.0,,,0,0,2973,ar ARG,DF,eng Premier League,21-029,2005.0,3,35,12,1.3,0.4,0,,0,3,12.0,14,1.0,0,2,-2,-5.14,-5.14,2359,ar ARG,DF,eng Premier League,21-029,2005.0,0.4,0,0,0,2,2,0,2,0,0,0
Oliver Sonne,pe PER,DF,Burnley,eng Premier League,25.0,2000.0,7,1,169,1.9,1,0,1,1,0,0,0,0,0.53,2367,pe PER,DF,eng Premier League,25-127,2000.0,1.9,1,3,1,33.3,1.6,0.53,0.33,1.0,0,0,2982,pe PER,DF,eng Premier League,25-127,2000.0,7,169,24,6.3,1.9,1,73.0,0,6,16.0,3,0.71,3,4,-1,-0.53,0.36,2367,pe PER,DF,eng Premier League,25-127,2000.0,1.9,0,0,0,4,0,0,5,1,1,0
Tomáš Souček,cz CZE,MF,West Ham United,eng Premier League,31.0,1995.0,27,16,1516,16.8,4,0,4,4,0,0,2,1,0.24,2373,cz CZE,MF,eng Premier League,31-018,1995.0,16.8,4,18,11,61.1,1.07,0.65,0.22,0.36,0,0,2989,cz CZE,MF,eng Premier League,31-018,1995.0,27,1516,56,56.1,16.8,16,82.0,9,11,19.0,0,1.04,23,32,-9,-0.53,0.23,2373,cz CZE,MF,eng Premier League,31-018,1995.0,16.8,2,1,0,28,14,4,11,15,15,0
Souza,br BRA,MF,Tottenham Hotspur,eng Premier League,19.0,2006.0,4,2,144,1.6,0,0,0,0,0,0,1,0,0.0,2378,br BRA,MF,eng Premier League,19-274,2006.0,1.6,0,1,1,100.0,0.62,0.62,0.0,0.0,0,0,2994,br BRA,MF,eng Premier League,19-274,2006.0,4,144,36,5.3,1.6,2,49.0,0,2,24.0,3,0.25,1,3,-2,-1.25,-1.07,2378,br BRA,MF,eng Premier League,19-274,2006.0,1.6,1,0,0,3,2,0,3,2,0,0
Anton Stach,de GER,MF,Leeds United,eng Premier League,27.0,1998.0,25,24,2046,22.7,4,3,7,4,0,0,3,0,0.31,2383,de GER,MF,eng Premier League,27-122,1998.0,22.7,4,46,13,28.3,2.02,0.57,0.09,0.31,0,0,3002,de GER,MF,eng Premier League,27-122,1998.0,25,2046,82,75.8,22.7,24,84.0,17,1,31.0,1,0.88,27,34,-7,-0.31,0.24,2383,de GER,MF,eng Premier League,27-122,1998.0,22.7,3,0,0,31,20,0,123,17,32,0
John Stones,eng ENG,DF,Manchester City,eng Premier League,31.0,1994.0,7,4,353,3.9,0,0,0,0,0,0,0,0,0.0,2399,eng ENG,DF,eng Premier League,31-293,1994.0,3.9,0,0,0,,0.0,0.0,,,0,0,3025,eng ENG,DF,eng Premier League,31-293,1994.0,7,353,50,13.1,3.9,4,80.0,2,3,11.0,10,1.43,5,8,-3,-0.76,-2.11,2399,eng ENG,DF,eng Premier League,31-293,1994.0,3.9,0,0,0,0,0,0,4,2,0,0
Jørgen Strand Larsen,no NOR,FW,Crystal Palace,eng Premier League,26.0,2000.0,6,6,466,5.2,3,0,3,3,0,0,2,0,0.58,2400,no NOR,FW,eng Premier League,26-039,2000.0,5.2,3,11,5,45.5,2.12,0.97,0.27,0.6,0,0,3026,no NOR,FW,eng Premier League,26-039,2000.0,6,466,78,17.3,5.2,6,78.0,3,0,,0,1.67,8,5,3,0.58,0.78,2400,no NOR,FW,eng Premier League,26-039,2000.0,5.2,2,0,0,15,6,1,0,1,0,0
Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,26.0,2000.0,22,14,1404,15.6,1,1,2,0,1,2,2,0,0.06,2401,no NOR,FW,eng Premier League,26-039,2000.0,15.6,1,21,7,33.3,1.35,0.45,0.0,0.0,1,2,3027,no NOR,FW,eng Premier League,26-039,2000.0,22,1404,64,50.3,15.6,14,83.0,7,8,31.0,0,0.36,6,26,-20,-1.28,-0.63,2401,no NOR,FW,eng Premier League,26-039,2000.0,15.6,2,0,0,30,11,9,3,3,2,0
Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,26.0,1999.0,27,26,2349,26.1,0,1,1,0,0,0,3,0,0.04,2403,nl NED,DF,eng Premier League,26-218,1999.0,26.1,0,24,4,16.7,0.92,0.15,0.0,0.0,0,0,3029,nl NED,DF,eng Premier League,26-218,1999.0,27,2349,87,87.0,26.1,26,90.0,26,1,9.0,2,1.04,32,40,-8,-0.31,0.46,2403,nl NED,DF,eng Premier League,26-218,1999.0,26.1,3,0,0,20,17,5,1,27,18,0
Jocelin Ta Bi,ci CIV,MF,Sunderland,eng Premier League,21.0,2005.0,1,1,38,0.4,0,0,0,0,0,0,0,0,0.0,2432,ci CIV,MF,eng Premier League,21-036,2005.0,0.4,0,0,0,,0.0,0.0,,,0,0,3066,ci CIV,MF,eng Premier League,21-036,2005.0,1,38,38,1.4,0.4,1,38.0,0,0,,0,0.0,0,0,0,0.0,0.17,2432,ci CIV,MF,eng Premier League,21-036,2005.0,0.4,0,0,0,0,1,0,5,0,0,0
Ao Tanaka,jp JPN,MF,Leeds United,eng Premier League,27.0,1998.0,20,7,746,8.3,2,0,2,2,0,0,1,0,0.24,2441,jp JPN,MF,eng Premier League,27-188,1998.0,8.3,2,11,3,27.3,1.33,0.36,0.18,0.67,0,0,3078,jp JPN,MF,eng Premier League,27-188,1998.0,20,746,37,27.6,8.3,7,72.0,0,13,19.0,9,1.25,13,15,-2,-0.24,0.17,2441,jp JPN,MF,eng Premier League,27-188,1998.0,8.3,1,0,0,8,4,0,11,12,9,0
James Tarkowski,eng ENG,DF,Everton,eng Premier League,33.0,1992.0,29,29,2610,29.0,1,1,2,1,0,0,5,0,0.07,2444,eng ENG,DF,eng Premier League,33-118,1992.0,29.0,1,13,6,46.2,0.45,0.21,0.08,0.17,0,0,3082,eng ENG,DF,eng Premier League,33-118,1992.0,29,2610,90,96.7,29.0,29,90.0,29,0,,0,1.48,34,33,1,0.03,2.03,2444,eng ENG,DF,eng Premier League,33-118,1992.0,29.0,5,0,0,21,29,2,7,25,24,0
Marcus Tavernier,eng ENG,MF,Bournemouth,eng Premier League,26.0,1999.0,26,23,2032,22.6,5,4,9,3,2,2,4,0,0.31,2448,eng ENG,MF,eng Premier League,26-360,1999.0,22.6,5,56,18,32.1,2.48,0.8,0.05,0.17,2,2,3088,eng ENG,MF,eng Premier League,26-360,1999.0,26,2032,78,75.3,22.6,23,85.0,11,3,24.0,0,1.19,31,37,-6,-0.27,-0.8,2448,eng ENG,MF,eng Premier League,26-360,1999.0,22.6,4,0,0,26,26,3,82,13,17,0
Kenny Tete,nl NED,DF,Fulham,eng Premier League,30.0,1995.0,22,21,1791,19.9,1,0,1,1,0,0,2,0,0.05,2463,nl NED,DF,eng Premier League,30-159,1995.0,19.9,1,16,3,18.8,0.8,0.15,0.06,0.33,0,0,3105,nl NED,DF,eng Premier League,30-159,1995.0,22,1791,81,66.3,19.9,21,85.0,15,1,8.0,2,1.55,24,24,0,0.0,0.3,2463,nl NED,DF,eng Premier League,30-159,1995.0,19.9,2,0,0,27,31,1,34,26,38,0
Thiago,br BRA,FW,Brentford,eng Premier League,24.0,2001.0,30,29,2562,28.5,19,1,20,13,6,7,6,0,0.49,2467,br BRA,FW,eng Premier League,24-264,2001.0,28.5,19,70,37,52.9,2.46,1.3,0.19,0.35,6,7,3109,br BRA,FW,eng Premier League,24-264,2001.0,30,2562,85,94.9,28.5,29,87.0,22,1,31.0,0,1.5,43,39,4,0.14,0.14,2467,br BRA,FW,eng Premier League,24-264,2001.0,28.5,6,0,0,56,21,18,8,9,14,0
Malick Thiaw,de GER,DF,Newcastle United,eng Premier League,24.0,2001.0,27,26,2298,25.5,4,0,4,4,0,0,3,0,0.16,2468,de GER,DF,eng Premier League,24-221,2001.0,25.5,4,25,12,48.0,0.98,0.47,0.16,0.33,0,0,3111,de GER,DF,eng Premier League,24-221,2001.0,27,2298,85,85.1,25.5,26,88.0,24,1,10.0,3,1.37,38,40,-2,-0.08,-0.53,2468,de GER,DF,eng Premier League,24-221,2001.0,25.5,3,0,0,18,8,2,8,24,22,0
Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,28.0,1997.0,17,15,1298,14.4,0,4,4,0,0,0,0,0,0.28,2477,be BEL,MF,eng Premier League,28-314,1997.0,14.4,0,17,4,23.5,1.18,0.28,0.0,0.0,0,0,3120,be BEL,MF,eng Premier League,28-314,1997.0,17,1298,76,48.1,14.4,15,84.0,10,2,21.0,0,1.94,19,17,2,0.14,0.07,2477,be BEL,MF,eng Premier League,28-314,1997.0,14.4,0,0,0,22,26,1,29,8,25,0
Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,24.0,2001.0,30,28,2454,27.3,3,5,8,3,0,0,5,0,0.29,2481,nl NED,DF,eng Premier League,24-273,2001.0,27.3,3,25,7,28.0,0.92,0.26,0.12,0.43,0,0,3125,nl NED,DF,eng Premier League,24-273,2001.0,30,2454,82,88.0,27.3,28,85.0,23,2,34.0,0,2.23,51,20,31,1.14,-1.01,2481,nl NED,DF,eng Premier League,24-273,2001.0,27.3,5,0,0,38,29,0,46,24,35,0
Jean-Clair Todibo,fr FRA,DF,West Ham United,eng Premier League,26.0,1999.0,20,20,1698,18.9,0,1,1,0,0,0,4,1,0.05,2483,fr FRA,DF,eng Premier League,26-077,1999.0,18.9,0,2,0,0.0,0.11,0.0,0.0,,0,0,3128,fr FRA,DF,eng Premier League,26-077,1999.0,20,1698,85,62.9,18.9,20,85.0,15,0,,4,1.0,25,33,-8,-0.42,0.56,2483,fr FRA,DF,eng Premier League,26-077,1999.0,18.9,4,1,0,8,3,1,1,16,24,0
Sandro Tonali,it ITA,MF,Newcastle United,eng Premier League,25.0,2000.0,29,25,2038,22.6,0,2,2,0,0,0,3,0,0.09,2489,it ITA,MF,eng Premier League,25-313,2000.0,22.6,0,28,7,25.0,1.24,0.31,0.0,0.0,0,0,3135,it ITA,MF,eng Premier League,25-313,2000.0,29,2038,70,75.5,22.6,25,80.0,13,4,12.0,0,1.34,24,31,-7,-0.31,-1.26,2489,it ITA,MF,eng Premier League,25-313,2000.0,22.6,3,0,0,18,35,1,79,24,19,0
Pau Torres,es ESP,DF,Aston Villa,eng Premier League,29.0,1997.0,16,14,1298,14.4,0,0,0,0,0,0,0,0,0.0,2494,es ESP,DF,eng Premier League,29-060,1997.0,14.4,0,7,0,0.0,0.49,0.0,0.0,,0,0,3144,es ESP,DF,eng Premier League,29-060,1997.0,16,1298,81,48.1,14.4,14,87.0,11,2,38.0,9,1.88,21,15,6,0.42,0.61,2494,es ESP,DF,eng Premier League,29-060,1997.0,14.4,0,0,0,4,4,0,4,11,11,1
Alex Tóth,hu HUN,MF,Bournemouth,eng Premier League,20.0,2005.0,4,1,74,0.8,0,0,0,0,0,0,1,0,0.0,2497,hu HUN,MF,eng Premier League,20-145,2005.0,0.8,0,1,0,0.0,1.22,0.0,0.0,,0,0,3148,hu HUN,MF,eng Premier League,20-145,2005.0,4,74,19,2.7,0.8,1,57.0,0,3,6.0,4,2.5,2,1,1,1.22,1.32,2497,hu HUN,MF,eng Premier League,20-145,2005.0,0.8,1,0,0,1,2,0,3,1,0,0
Adama Traoré,es ESP,MF,Fulham,eng Premier League,30.0,1996.0,15,1,274,3.0,0,0,0,0,0,0,0,0,0.0,2507,es ESP,MF,eng Premier League,30-051,1996.0,3.0,0,5,1,20.0,1.64,0.33,0.0,0.0,0,0,3160,es ESP,MF,eng Premier League,30-051,1996.0,15,274,18,10.1,3.0,1,75.0,0,14,14.0,6,1.2,4,7,-3,-0.99,-0.99,2507,es ESP,MF,eng Premier League,30-051,1996.0,3.0,0,0,0,6,8,3,15,0,1,0
Kieran Trippier,eng ENG,DF,Newcastle United,eng Premier League,35.0,1990.0,17,16,1392,15.5,0,1,1,0,0,0,3,0,0.06,2518,eng ENG,DF,eng Premier League,35-179,1990.0,15.5,0,2,0,0.0,0.13,0.0,0.0,,0,0,3173,eng ENG,DF,eng Premier League,35-179,1990.0,17,1392,82,51.6,15.5,16,86.0,11,1,24.0,4,1.06,17,24,-7,-0.45,-0.93,2518,eng ENG,DF,eng Premier League,35-179,1990.0,15.5,3,0,0,20,17,1,82,7,11,0
