Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
Kauã Santos,br BRA,GK,Eintracht Frankfurt,de Bundesliga,22.0,2003.0,13,13,1084,12.0,0,0,0,0,0,0,0,0,0.0,136.0,br BRA,GK,de Bundesliga,22-340,2003.0,13.0,13.0,1084.0,12.0,32.0,2.66,68.0,37.0,54.4,3.0,4.0,6.0,2.0,15.4,1.0,1.0,0.0,0.0,2254,br BRA,GK,de Bundesliga,22-340,2003.0,12.0,0,0,0,,0.0,0.0,,,0,0,2831,br BRA,GK,de Bundesliga,22-340,2003.0,13,1084,83,46.3,12.0,13,83.0,12,0,,9,1.0,27,32,-5,-0.42,-0.77,2254,br BRA,GK,de Bundesliga,22-340,2003.0,12.0,0,0,0,0,3,0,0,0,1,0
Razvan Sava,ro ROU,GK,Udinese,it Serie A,23.0,2002.0,7,6,620,6.9,0,0,0,0,0,0,1,0,0.0,137.0,ro ROU,GK,it Serie A,23-269,2002.0,7.0,6.0,620.0,6.9,14.0,2.03,28.0,14.0,50.0,2.0,2.0,2.0,1.0,16.7,0.0,0.0,0.0,0.0,2268,ro ROU,GK,it Serie A,23-269,2002.0,6.9,0,0,0,,0.0,0.0,,,0,0,2852,ro ROU,GK,it Serie A,23-269,2002.0,7,620,89,23.8,6.9,6,90.0,6,1,80.0,18,1.14,7,14,-7,-1.02,-0.93,2268,ro ROU,GK,it Serie A,23-269,2002.0,6.9,1,0,0,0,0,0,0,0,0,0
Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30.0,1995.0,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,138.0,de GER,GK,de Bundesliga,30-326,1995.0,26.0,26.0,2340.0,26.0,44.0,1.69,115.0,76.0,64.3,6.0,7.0,13.0,3.0,11.5,5.0,3.0,2.0,0.0,2292,de GER,GK,de Bundesliga,30-326,1995.0,26.0,0,0,0,,0.0,0.0,,,0,0,2881,de GER,GK,de Bundesliga,30-326,1995.0,26,2340,90,100.0,26.0,26,90.0,26,0,,0,0.96,35,44,-9,-0.35,,2292,de GER,GK,de Bundesliga,30-326,1995.0,26.0,0,0,0,1,2,0,0,2,1,0
Simone Scuffet,it ITA,GK,Pisa,it Serie A,29.0,1996.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,139.0,it ITA,GK,it Serie A,29-290,1996.0,7.0,7.0,630.0,7.0,15.0,2.14,26.0,14.0,53.8,0.0,3.0,4.0,1.0,14.3,3.0,3.0,0.0,0.0,2295,it ITA,GK,it Serie A,29-290,1996.0,7.0,0,0,0,,0.0,0.0,,,0,0,2884,it ITA,GK,it Serie A,29-290,1996.0,7,630,90,24.1,7.0,7,90.0,7,0,,17,0.43,6,15,-9,-1.29,-0.51,2295,it ITA,GK,it Serie A,29-290,1996.0,7.0,0,0,0,0,4,0,0,0,0,0
Adrian Šemper,hr CRO,GK,Pisa,it Serie A,28.0,1998.0,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,141.0,hr CRO,GK,it Serie A,28-064,1998.0,17.0,17.0,1530.0,17.0,25.0,1.47,84.0,60.0,71.4,1.0,9.0,7.0,4.0,23.5,1.0,1.0,0.0,0.0,2305,hr CRO,GK,it Serie A,28-064,1998.0,17.0,0,0,0,,0.0,0.0,,,0,0,2896,hr CRO,GK,it Serie A,28-064,1998.0,17,1530,90,58.6,17.0,17,90.0,17,0,,7,0.71,13,25,-12,-0.71,0.46,2305,hr CRO,GK,it Serie A,28-064,1998.0,17.0,0,0,0,0,2,0,0,0,0,0
Mathys Silestrie,fr FRA,GK,Rennes,fr Ligue 1,20.0,2005.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,142.0,fr FRA,GK,fr Ligue 1,20-182,2005.0,1.0,1.0,90.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2321,fr FRA,GK,fr Ligue 1,20-182,2005.0,1.0,0,0,0,,0.0,0.0,,,0,0,2925,fr FRA,GK,fr Ligue 1,20-182,2005.0,1,90,90,3.8,1.0,1,90.0,1,0,,23,0.0,1,3,-2,-2.0,-2.32,2321,fr FRA,GK,fr Ligue 1,20-182,2005.0,1.0,0,0,0,0,0,0,0,0,0,0
Marco Silvestri,it ITA,GK,Cremonese,it Serie A,35.0,1991.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,143.0,it ITA,GK,it Serie A,35-015,1991.0,4.0,4.0,360.0,4.0,7.0,1.75,22.0,15.0,68.2,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2327,it ITA,GK,it Serie A,35-015,1991.0,4.0,0,0,0,,0.0,0.0,,,0,0,2932,it ITA,GK,it Serie A,35-015,1991.0,4,360,90,13.8,4.0,4,90.0,4,0,,25,0.75,4,7,-3,-0.75,-0.03,2327,it ITA,GK,it Serie A,35-015,1991.0,4.0,0,0,0,0,0,0,0,0,0,0
Unai Simón,es ESP,GK,Athletic Club,es La Liga,28.0,1997.0,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,144.0,es ESP,GK,es La Liga,28-279,1997.0,28.0,28.0,2520.0,28.0,40.0,1.43,113.0,77.0,67.3,10.0,5.0,13.0,5.0,17.9,4.0,3.0,1.0,0.0,2332,es ESP,GK,es La Liga,28-279,1997.0,28.0,0,0,0,,0.0,0.0,,,0,0,2938,es ESP,GK,es La Liga,28-279,1997.0,28,2520,90,100.0,28.0,28,90.0,28,0,,0,1.25,30,40,-10,-0.36,,2332,es ESP,GK,es La Liga,28-279,1997.0,28.0,0,0,0,0,5,0,0,0,0,0
Antonio Sivera,es ESP,GK,Alavés,es La Liga,29.0,1996.0,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,145.0,es ESP,GK,es La Liga,29-218,1996.0,28.0,28.0,2520.0,28.0,38.0,1.36,109.0,75.0,68.8,7.0,7.0,14.0,3.0,10.7,4.0,4.0,0.0,0.0,2340,es ESP,GK,es La Liga,29-218,1996.0,28.0,0,0,0,,0.0,0.0,,,0,0,2950,es ESP,GK,es La Liga,29-218,1996.0,28,2520,90,100.0,28.0,28,90.0,28,0,,0,1.0,26,38,-12,-0.43,,2340,es ESP,GK,es La Liga,29-218,1996.0,28.0,2,0,0,1,1,0,0,0,1,0
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34.0,1991.0,17,17,1412,15.7,0,0,0,0,0,0,1,1,0.0,146.0,pl POL,GK,it Serie A,34-316,1991.0,17.0,17.0,1412.0,15.7,15.0,0.96,43.0,30.0,69.8,9.0,3.0,5.0,7.0,41.2,2.0,2.0,0.0,0.0,2346,pl POL,GK,it Serie A,34-316,1991.0,15.7,0,0,0,,0.0,0.0,,,0,0,2957,pl POL,GK,it Serie A,34-316,1991.0,17,1412,83,54.1,15.7,17,83.0,15,0,,3,1.76,22,12,10,0.64,1.09,2346,pl POL,GK,it Serie A,34-316,1991.0,15.7,1,1,0,1,8,0,0,0,0,0
Daniele Sommariva,it ITA,GK,Genoa,it Serie A,28.0,1997.0,2,1,176,2.0,0,0,0,0,0,0,0,0,0.0,147.0,it ITA,GK,it Serie A,28-242,1997.0,2.0,1.0,176.0,2.0,4.0,2.05,12.0,8.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2365,it ITA,GK,it Serie A,28-242,1997.0,2.0,0,0,0,,0.0,0.0,,,0,0,2980,it ITA,GK,it Serie A,28-242,1997.0,2,176,88,6.7,2.0,1,90.0,1,1,86.0,26,0.0,1,4,-3,-1.53,-1.5,2365,it ITA,GK,it Serie A,28-242,1997.0,2.0,0,0,0,0,1,0,0,0,0,0
Yann Sommer,ch SUI,GK,Inter,it Serie A,37.0,1988.0,27,27,2430,27.0,0,0,0,0,0,0,0,0,0.0,148.0,ch SUI,GK,it Serie A,37-090,1988.0,27.0,27.0,2430.0,27.0,22.0,0.81,71.0,50.0,71.8,20.0,2.0,5.0,14.0,51.9,2.0,2.0,0.0,0.0,2366,ch SUI,GK,it Serie A,37-090,1988.0,27.0,0,0,0,,0.0,0.0,,,0,0,2981,ch SUI,GK,it Serie A,37-090,1988.0,27,2430,90,93.1,27.0,27,90.0,27,0,,2,2.3,61,22,39,1.44,-0.06,2366,ch SUI,GK,it Serie A,37-090,1988.0,27.0,0,0,0,0,1,0,0,0,0,0
David Soria,es ESP,GK,Getafe,es La Liga,32.0,1993.0,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,149.0,es ESP,GK,es La Liga,32-347,1993.0,28.0,28.0,2520.0,28.0,30.0,1.07,119.0,89.0,75.6,10.0,5.0,13.0,8.0,28.6,1.0,1.0,0.0,0.0,2368,es ESP,GK,es La Liga,32-347,1993.0,28.0,0,0,0,,0.0,0.0,,,0,0,2984,es ESP,GK,es La Liga,32-347,1993.0,28,2520,90,100.0,28.0,28,90.0,28,0,,0,1.25,23,30,-7,-0.25,,2368,es ESP,GK,es La Liga,32-347,1993.0,28.0,2,0,0,0,1,0,0,0,0,0
Zion Suzuki,jp JPN,GK,Parma,it Serie A,23.0,2002.0,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,150.0,jp JPN,GK,it Serie A,23-208,2002.0,12.0,12.0,1080.0,12.0,18.0,1.5,54.0,38.0,68.5,1.0,5.0,6.0,3.0,25.0,2.0,1.0,1.0,0.0,2419,jp JPN,GK,it Serie A,23-208,2002.0,12.0,0,0,0,,0.0,0.0,,,0,0,3049,jp JPN,GK,it Serie A,23-208,2002.0,12,1080,90,41.4,12.0,12,90.0,12,0,,2,0.67,8,18,-10,-0.83,-0.54,2419,jp JPN,GK,it Serie A,23-208,2002.0,12.0,1,0,0,0,2,0,0,0,0,0
Mile Svilar,rs SRB,GK,Roma,it Serie A,26.0,1999.0,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.0,151.0,rs SRB,GK,it Serie A,26-202,1999.0,29.0,29.0,2610.0,29.0,23.0,0.79,108.0,86.0,79.6,16.0,3.0,10.0,12.0,41.4,1.0,1.0,0.0,0.0,2422,rs SRB,GK,it Serie A,26-202,1999.0,29.0,0,0,0,,0.0,0.0,,,0,0,3053,rs SRB,GK,it Serie A,26-202,1999.0,29,2610,90,100.0,29.0,29,90.0,29,0,,0,1.76,39,23,16,0.55,,2422,rs SRB,GK,it Serie A,26-202,1999.0,29.0,0,0,0,0,7,0,0,1,1,0
Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35.0,1990.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,152.0,pl POL,GK,es La Liga,35-333,1990.0,6.0,6.0,540.0,6.0,11.0,1.83,25.0,16.0,60.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2428,pl POL,GK,es La Liga,35-333,1990.0,6.0,0,0,0,,0.0,0.0,,,0,0,3061,pl POL,GK,es La Liga,35-333,1990.0,6,540,90,21.4,6.0,6,90.0,6,0,,19,2.0,13,11,2,0.33,-1.8,2428,pl POL,GK,es La Liga,35-333,1990.0,6.0,0,0,0,0,0,0,0,0,0,0
Arnau Tenas,es ESP,GK,Villarreal,es La Liga,24.0,2001.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,153.0,es ESP,GK,es La Liga,24-291,2001.0,3.0,3.0,270.0,3.0,6.0,2.0,11.0,6.0,54.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2456,es ESP,GK,es La Liga,24-291,2001.0,3.0,0,0,0,,0.0,0.0,,,0,0,3097,es ESP,GK,es La Liga,24-291,2001.0,3,270,90,10.7,3.0,3,90.0,3,0,,23,1.33,5,6,-1,-0.33,-1.09,2456,es ESP,GK,es La Liga,24-291,2001.0,3.0,0,0,0,0,0,0,0,0,1,0
Marc-André ter Stegen,de GER,GK,Girona,es La Liga,33.0,1992.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,154.0,de GER,GK,es La Liga,33-321,1992.0,2.0,2.0,180.0,2.0,2.0,1.0,6.0,4.0,66.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2457,de GER,GK,es La Liga,33-321,1992.0,2.0,0,0,0,,0.0,0.0,,,0,0,3099,de GER,GK,es La Liga,33-321,1992.0,2,180,90,7.1,2.0,2,90.0,2,0,,0,0.5,1,2,-1,-0.5,-0.08,2457,de GER,GK,es La Liga,33-321,1992.0,2.0,0,0,0,0,0,0,0,0,0,0
Pietro Terracciano,it ITA,GK,Milan,it Serie A,36.0,1990.0,2,1,125,1.4,0,0,0,0,0,0,0,0,0.0,155.0,it ITA,GK,it Serie A,36-009,1990.0,2.0,1.0,125.0,1.4,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,2.0,200.0,0.0,0.0,0.0,0.0,2459,it ITA,GK,it Serie A,36-009,1990.0,1.4,0,0,0,,0.0,0.0,,,0,0,3101,it ITA,GK,it Serie A,36-009,1990.0,2,125,63,4.8,1.4,1,90.0,1,1,35.0,26,3.0,4,0,4,2.88,2.19,2459,it ITA,GK,it Serie A,36-009,1990.0,1.4,0,0,0,0,0,0,0,0,0,0
Kevin Trapp,de GER,GK,Paris FC,fr Ligue 1,35.0,1990.0,15,15,1350,15.0,0,0,0,0,0,0,2,0,0.0,157.0,de GER,GK,fr Ligue 1,35-252,1990.0,15.0,15.0,1350.0,15.0,21.0,1.4,55.0,38.0,70.9,4.0,7.0,4.0,6.0,40.0,7.0,5.0,1.0,1.0,2512,de GER,GK,fr Ligue 1,35-252,1990.0,15.0,0,0,0,,0.0,0.0,,,0,0,3166,de GER,GK,fr Ligue 1,35-252,1990.0,15,1350,90,57.7,15.0,15,90.0,15,0,,10,1.27,14,21,-7,-0.47,-0.01,2512,de GER,GK,fr Ligue 1,35-252,1990.0,15.0,2,0,0,0,5,0,0,1,0,0
Stefano Turati,it ITA,GK,Sassuolo,it Serie A,24.0,2001.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,158.0,it ITA,GK,it Serie A,24-193,2001.0,1.0,1.0,90.0,1.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2527,it ITA,GK,it Serie A,24-193,2001.0,1.0,0,0,0,,0.0,0.0,,,0,0,3184,it ITA,GK,it Serie A,24-193,2001.0,1,90,90,3.4,1.0,1,90.0,1,0,,23,0.0,0,2,-2,-2.0,-1.93,2527,it ITA,GK,it Serie A,24-193,2001.0,1.0,0,0,0,0,0,0,0,0,0,0
Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,37.0,1988.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,159.0,de GER,GK,de Bundesliga,37-226,1988.0,1.0,1.0,90.0,1.0,1.0,1.0,7.0,6.0,85.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2538,de GER,GK,de Bundesliga,37-226,1988.0,1.0,0,0,0,,0.0,0.0,,,0,0,3198,de GER,GK,de Bundesliga,37-226,1988.0,1,90,90,3.8,1.0,1,90.0,1,0,,10,1.0,1,1,0,0.0,-2.72,2538,de GER,GK,de Bundesliga,37-226,1988.0,1.0,1,0,0,0,1,0,0,0,0,0
Jonas Urbig,de GER,GK,Bayern Munich,de Bundesliga,22.0,2003.0,8,6,630,7.0,0,0,0,0,0,0,0,0,0.0,160.0,de GER,GK,de Bundesliga,22-221,2003.0,8.0,6.0,630.0,7.0,7.0,1.0,19.0,13.0,68.4,5.0,0.0,1.0,4.0,66.7,2.0,1.0,0.0,1.0,2543,de GER,GK,de Bundesliga,22-221,2003.0,7.0,0,0,0,,0.0,0.0,,,0,0,3203,de GER,GK,de Bundesliga,22-221,2003.0,8,630,79,26.9,7.0,6,90.0,6,2,45.0,15,2.63,22,7,15,2.14,-0.65,2543,de GER,GK,de Bundesliga,22-221,2003.0,7.0,0,0,0,0,0,0,0,0,0,0
Álvaro Vallés,es ESP,GK,Real Betis,es La Liga,28.0,1997.0,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,162.0,es ESP,GK,es La Liga,28-235,1997.0,20.0,20.0,1800.0,20.0,26.0,1.3,84.0,60.0,70.2,7.0,9.0,4.0,6.0,30.0,3.0,1.0,1.0,1.0,2555,es ESP,GK,es La Liga,28-235,1997.0,20.0,0,0,0,,0.0,0.0,,,0,0,3215,es ESP,GK,es La Liga,28-235,1997.0,20,1800,90,71.4,20.0,20,90.0,20,0,,8,1.5,31,26,5,0.25,-0.13,2555,es ESP,GK,es La Liga,28-235,1997.0,20.0,1,0,0,0,3,0,0,0,0,0
Maarten Vandevoordt,be BEL,GK,RB Leipzig,de Bundesliga,24.0,2002.0,5,4,422,4.7,0,0,0,0,0,0,0,0,0.0,163.0,be BEL,GK,de Bundesliga,24-019,2002.0,5.0,4.0,422.0,4.7,7.0,1.49,19.0,13.0,63.2,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2562,be BEL,GK,de Bundesliga,24-019,2002.0,4.7,0,0,0,,0.0,0.0,,,0,0,3225,be BEL,GK,de Bundesliga,24-019,2002.0,5,422,84,18.0,4.7,4,90.0,4,1,62.0,21,1.6,8,7,1,0.21,-0.35,2562,be BEL,GK,de Bundesliga,24-019,2002.0,4.7,0,0,0,0,1,0,0,0,0,0
Nikola Vasilj,ba BIH,GK,St Pauli,de Bundesliga,30.0,1995.0,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,164.0,ba BIH,GK,de Bundesliga,30-105,1995.0,26.0,26.0,2340.0,26.0,42.0,1.62,129.0,91.0,69.0,6.0,6.0,14.0,5.0,19.2,4.0,2.0,2.0,0.0,2567,ba BIH,GK,de Bundesliga,30-105,1995.0,26.0,0,0,0,,0.0,0.0,,,0,0,3230,ba BIH,GK,de Bundesliga,30-105,1995.0,26,2340,90,100.0,26.0,26,90.0,26,0,,0,0.92,23,42,-19,-0.73,,2567,ba BIH,GK,de Bundesliga,30-105,1995.0,26.0,0,0,0,0,1,0,0,1,1,0
Odysseas Vlachodimos,gr GRE,GK,Sevilla,es La Liga,31.0,1994.0,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.0,167.0,gr GRE,GK,es La Liga,31-325,1994.0,24.0,24.0,2160.0,24.0,40.0,1.67,101.0,70.0,68.3,7.0,6.0,11.0,4.0,16.7,10.0,8.0,1.0,1.0,2608,gr GRE,GK,es La Liga,31-325,1994.0,24.0,0,0,0,,0.0,0.0,,,0,0,3282,gr GRE,GK,es La Liga,31-325,1994.0,24,2160,90,85.7,24.0,24,90.0,24,0,,2,1.13,30,40,-10,-0.42,-0.42,2608,gr GRE,GK,es La Liga,31-325,1994.0,24.0,1,0,0,0,0,0,0,1,0,0
Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,31.0,1994.0,9,9,786,8.7,0,0,0,0,0,0,2,1,0.0,168.0,de GER,GK,de Bundesliga,31-140,1994.0,9.0,9.0,786.0,8.7,11.0,1.26,36.0,25.0,69.4,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2699,de GER,GK,de Bundesliga,31-140,1994.0,8.7,0,0,0,,0.0,0.0,,,0,0,3389,de GER,GK,de Bundesliga,31-140,1994.0,9,786,87,33.6,8.7,9,87.0,8,0,,0,0.67,8,11,-3,-0.34,0.06,2699,de GER,GK,de Bundesliga,31-140,1994.0,8.7,2,1,0,2,1,0,0,0,0,0
Michael Zetterer,de GER,GK,Eintracht Frankfurt,de Bundesliga,30.0,1995.0,14,13,1256,14.0,0,0,0,0,0,0,1,0,0.0,169.0,de GER,GK,de Bundesliga,30-248,1995.0,14.0,13.0,1256.0,14.0,17.0,1.22,43.0,28.0,65.1,7.0,4.0,2.0,6.0,46.2,2.0,2.0,0.0,0.0,2702,de GER,GK,de Bundesliga,30-248,1995.0,14.0,0,0,0,,0.0,0.0,,,0,0,3392,de GER,GK,de Bundesliga,30-248,1995.0,14,1256,90,53.7,14.0,13,90.0,13,1,86.0,12,2.0,22,17,5,0.36,0.77,2702,de GER,GK,de Bundesliga,30-248,1995.0,14.0,1,0,0,0,2,0,0,0,0,0
Melvin Zinga,fr FRA,GK,Angers,fr Ligue 1,24.0,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,170.0,fr FRA,GK,fr Ligue 1,24-001,2002.0,2.0,2.0,180.0,2.0,4.0,2.0,11.0,7.0,63.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2706,fr FRA,GK,fr Ligue 1,24-001,2002.0,2.0,0,0,0,,0.0,0.0,,,0,0,3399,fr FRA,GK,fr Ligue 1,24-001,2002.0,2,180,90,7.7,2.0,2,90.0,2,0,,16,0.0,2,4,-2,-1.0,-0.71,2706,fr FRA,GK,fr Ligue 1,24-001,2002.0,2.0,0,0,0,0,0,0,0,0,1,0
